hotel_type,booking_status,advance_booking_days,arrival_year,arrival_month,arrival_week,arrival_day,weekend_nights,weekday_nights,num_adults,num_children,num_infants,meal_plan,guest_country,booking_segment,booking_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room,assigned_room,modifications,deposit_type,travel_agent_id,corporate_id,waiting_days,customer_category,avg_daily_rate,parking_spaces,special_requests,reservation_status,reservation_date,total_stay_nights,booking_season,family_booking,total_guests,is_long_stay
Urban Hotel,0,7,2017,April,15,14,0,2,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,Not Applicable,0,Regular,128.0,0,1,Checked-Out,16-04-2017,2,Spring,0,2.0,0
Urban Hotel,1,289,2017,March,9,2,0,3,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,81.9,0,0,Cancelled,17-05-2016,3,Spring,0,2.0,0
Luxury Resort,0,7,2017,March,9,2,1,3,2,0.0,0,SB,PRT,Group Bookings,Corporate,0,0,0,D,D,0,No Deposit,,223.0,0,Regular-Party,47.0,0,0,Checked-Out,06-03-2017,4,Spring,0,2.0,0
Urban Hotel,0,8,2017,July,29,16,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,105.0,0,1,Checked-Out,17-07-2017,1,Summer,0,2.0,0
Urban Hotel,0,32,2015,November,47,20,0,2,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,Not Applicable,0,Regular-Party,73.0,0,0,Checked-Out,22-11-2015,2,Autumn,0,1.0,0
Urban Hotel,0,39,2016,October,44,27,0,2,2,0.0,0,SB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,129.6,0,1,Checked-Out,29-10-2016,2,Autumn,0,2.0,0
Urban Hotel,0,0,2016,December,49,1,0,2,1,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,96.0,0,1,Checked-Out,03-12-2016,2,Winter,0,1.0,0
Luxury Resort,0,542,2016,September,40,26,2,5,2,0.0,0,HB,GBR,Group Bookings,TA/TO,0,0,0,A,A,1,No Deposit,253.0,Not Applicable,0,Regular-Party,69.71,0,0,Checked-Out,03-10-2016,7,Autumn,0,2.0,1
Luxury Resort,0,314,2017,August,32,6,2,5,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,Not Applicable,0,Regular,133.74,0,1,Checked-Out,13-08-2017,7,Summer,1,3.0,1
Urban Hotel,0,141,2016,July,28,5,2,5,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,27.0,Not Applicable,0,Regular-Party,82.45,0,0,Checked-Out,12-07-2016,7,Summer,0,2.0,1
Urban Hotel,0,0,2016,August,32,2,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,66.42,0,0,Checked-Out,03-08-2016,1,Summer,0,2.0,0
Luxury Resort,0,9,2017,June,25,22,0,3,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,181.0,1,0,Checked-Out,25-06-2017,3,Summer,0,2.0,0
Urban Hotel,1,24,2016,February,8,20,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,79.0,0,0,Cancelled,31-01-2016,1,Winter,0,2.0,0
Urban Hotel,1,156,2016,June,25,18,1,1,2,0.0,0,HB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,96.0,0,0,Cancelled,24-05-2016,2,Summer,0,2.0,0
Urban Hotel,1,18,2016,December,53,31,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,119.1,0,2,Cancelled,18-12-2016,3,Winter,0,2.0,0
Luxury Resort,0,39,2017,April,14,8,2,2,2,0.0,0,SB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,79.49,0,2,Checked-Out,12-04-2017,4,Spring,0,2.0,0
Luxury Resort,1,165,2016,May,19,6,1,2,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular-Party,65.7,0,0,Cancelled,05-01-2016,3,Spring,0,2.0,0
Urban Hotel,0,0,2017,February,6,7,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,88.0,0,0,Checked-Out,08-02-2017,1,Winter,0,2.0,0
Urban Hotel,0,315,2016,September,38,17,1,1,2,0.0,0,SB,FRA,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,1.0,Not Applicable,38,Regular-Party,65.0,0,1,Checked-Out,19-09-2016,2,Autumn,0,2.0,0
Luxury Resort,0,131,2015,September,38,17,4,10,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,142.0,Not Applicable,0,Corporate Contract,80.63,0,0,Checked-Out,01-10-2015,14,Autumn,0,2.0,1
Luxury Resort,1,153,2016,March,12,13,2,0,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,40.5,0,1,Cancelled,25-02-2016,2,Spring,0,2.0,0
Urban Hotel,0,54,2016,July,31,27,0,2,3,0.0,0,SB,GRC,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,160.47,1,1,Checked-Out,29-07-2016,2,Summer,0,3.0,0
Luxury Resort,0,115,2017,July,29,17,2,5,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,Not Applicable,0,Corporate Contract,104.85,0,0,Checked-Out,24-07-2017,7,Summer,0,2.0,1
Urban Hotel,0,9,2017,April,14,8,0,1,2,0.0,0,SB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,Not Applicable,0,Regular,112.5,0,3,Checked-Out,09-04-2017,1,Spring,0,2.0,0
Urban Hotel,0,129,2017,April,15,12,2,5,2,0.0,0,SB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular-Party,134.36,0,0,Checked-Out,19-04-2017,7,Spring,0,2.0,1
Luxury Resort,0,20,2017,February,8,23,2,5,1,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464.0,Not Applicable,0,Regular,47.0,0,0,Checked-Out,02-03-2017,7,Winter,0,1.0,1
Urban Hotel,0,30,2016,December,50,8,0,1,2,0.0,0,SB,ESP,Direct,Direct,0,0,0,D,K,0,No Deposit,14.0,Not Applicable,0,Regular,108.0,0,0,Checked-Out,09-12-2016,1,Winter,0,2.0,0
Urban Hotel,0,99,2017,April,15,12,0,2,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,130.5,1,0,Checked-Out,14-04-2017,2,Spring,0,2.0,0
Luxury Resort,1,62,2015,July,30,24,2,6,2,2.0,0,SB,Unknown,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,Not Applicable,0,Regular,210.0,0,0,Cancelled,25-05-2015,8,Summer,1,4.0,1
Urban Hotel,0,16,2016,November,46,6,2,3,1,0.0,0,SC,EGY,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,Not Applicable,0,Regular,155.6,0,2,Checked-Out,11-11-2016,5,Autumn,0,1.0,0
Luxury Resort,0,131,2016,September,37,10,2,5,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,148.14,1,1,Checked-Out,17-09-2016,7,Autumn,0,2.0,1
Urban Hotel,1,118,2015,August,35,26,0,4,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,58.9,0,1,Cancelled,01-05-2015,4,Summer,0,2.0,0
Urban Hotel,0,50,2015,November,46,13,1,2,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,Not Applicable,0,Regular,60.0,0,0,Checked-Out,16-11-2015,3,Autumn,0,2.0,0
Urban Hotel,1,66,2016,April,17,22,0,2,3,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,137.7,0,1,Cancelled,05-03-2016,2,Spring,0,3.0,0
Urban Hotel,1,336,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,Not Applicable,0,Regular-Party,101.5,0,0,Cancelled,06-07-2015,2,Autumn,0,2.0,0
Urban Hotel,0,163,2017,August,34,24,0,1,2,0.0,0,SB,TUR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,168.0,Not Applicable,0,Regular,80.1,0,0,Checked-Out,25-08-2017,1,Summer,0,2.0,0
Urban Hotel,0,91,2016,October,42,12,0,2,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,Not Applicable,0,Regular,113.4,0,0,Checked-Out,14-10-2016,2,Autumn,0,2.0,0
Urban Hotel,0,423,2017,July,29,22,1,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,Not Applicable,0,Regular-Party,95.5,0,0,Checked-Out,24-07-2017,2,Summer,0,1.0,0
Luxury Resort,1,69,2016,March,13,24,2,7,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,64.0,0,0,Cancelled,09-03-2016,9,Spring,0,2.0,1
Luxury Resort,0,3,2017,June,23,5,1,0,1,0.0,0,SB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,,94.0,0,Regular,75.0,0,0,Checked-Out,06-06-2017,1,Summer,0,1.0,0
Luxury Resort,0,23,2016,January,2,7,1,3,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,Not Applicable,0,Regular,68.0,1,0,Checked-Out,11-01-2016,4,Winter,0,2.0,0
Urban Hotel,0,89,2017,March,11,17,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,79.2,0,2,Checked-Out,19-03-2017,2,Spring,0,2.0,0
Urban Hotel,0,265,2016,June,26,24,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,Not Applicable,0,Regular-Party,115.0,0,1,Checked-Out,26-06-2016,2,Summer,0,2.0,0
Urban Hotel,1,239,2015,October,42,17,0,1,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,1,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,60.0,0,0,Cancelled,17-08-2015,1,Autumn,0,2.0,0
Urban Hotel,1,10,2016,July,29,16,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,Not Applicable,0,Regular,139.0,0,1,Cancelled,14-07-2016,1,Summer,0,2.0,0
Urban Hotel,0,10,2016,March,13,22,0,5,2,0.0,0,SB,DEU,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,Not Applicable,0,Regular,160.0,0,0,Checked-Out,27-03-2016,5,Spring,0,2.0,0
Urban Hotel,0,70,2017,August,33,15,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,140.0,0,1,Checked-Out,18-08-2017,3,Summer,0,2.0,0
Urban Hotel,1,73,2017,April,15,9,2,0,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,,Not Applicable,7,Regular,100.0,0,0,Cancelled,02-02-2017,2,Spring,0,2.0,0
Urban Hotel,0,85,2016,October,41,6,1,3,2,0.0,0,SB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,Not Applicable,0,Regular-Party,85.0,0,2,Checked-Out,10-10-2016,4,Autumn,0,2.0,0
Urban Hotel,1,66,2017,March,10,10,1,2,2,0.0,0,SB,Unknown,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,154.0,Not Applicable,0,Regular-Party,80.0,0,0,Cancelled,12-01-2017,3,Spring,0,2.0,0
Urban Hotel,0,88,2017,April,15,10,1,1,2,0.0,0,SB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,Not Applicable,0,Regular,108.0,1,0,Checked-Out,12-04-2017,2,Spring,0,2.0,0
Luxury Resort,0,55,2015,October,40,1,2,5,1,0.0,0,SB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,Not Applicable,0,Corporate Contract,31.5,0,0,Checked-Out,08-10-2015,7,Autumn,0,1.0,1
Urban Hotel,0,18,2016,June,24,9,0,1,2,0.0,0,SB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,Not Applicable,0,Regular,92.65,0,0,Checked-Out,10-06-2016,1,Summer,0,2.0,0
Luxury Resort,0,6,2016,September,39,20,0,1,1,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,106.0,0,1,Checked-Out,21-09-2016,1,Autumn,0,1.0,0
Urban Hotel,0,0,2017,June,22,1,0,1,1,0.0,0,SB,BEL,Aviation,Corporate,1,0,0,A,A,0,No Deposit,,153.0,0,Regular,95.0,0,0,Checked-Out,02-06-2017,1,Summer,0,1.0,0
Urban Hotel,0,3,2015,August,33,11,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,Not Applicable,0,Regular,89.0,0,0,Checked-Out,13-08-2015,2,Summer,0,2.0,0
Urban Hotel,1,32,2015,November,47,20,0,2,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,119.0,Not Applicable,0,Regular-Party,73.0,0,0,Cancelled,06-11-2015,2,Autumn,0,1.0,0
Luxury Resort,0,12,2015,November,47,15,2,0,2,0.0,0,SB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,79.49,0,0,Checked-Out,17-11-2015,2,Autumn,0,2.0,0
Luxury Resort,0,298,2016,September,38,13,2,8,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,40.0,Not Applicable,0,Regular,108.54,0,0,Checked-Out,23-09-2016,10,Autumn,0,2.0,1
Luxury Resort,0,13,2015,August,36,30,2,1,2,0.0,0,SB,USA,Offline TA/TO,TA/TO,0,0,0,F,G,0,No Deposit,36.0,Not Applicable,0,Regular,120.79,1,0,Checked-Out,02-09-2015,3,Summer,0,2.0,0
Luxury Resort,1,1,2015,October,41,6,0,1,1,0.0,0,SB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Regular,37.0,0,0,Cancelled,05-10-2015,1,Autumn,0,1.0,0
Urban Hotel,0,110,2016,October,42,14,0,2,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,8.0,Not Applicable,0,Regular-Party,190.8,0,2,Checked-Out,16-10-2016,2,Autumn,0,2.0,0
Urban Hotel,0,50,2016,November,47,17,1,3,2,0.0,0,SB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,Not Applicable,0,Regular,74.61,0,1,Checked-Out,21-11-2016,4,Autumn,0,2.0,0
Urban Hotel,0,11,2015,September,38,19,2,1,1,0.0,0,SB,CHN,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,Not Applicable,0,Regular,103.84,0,0,Checked-Out,22-09-2015,3,Autumn,0,1.0,0
Luxury Resort,0,146,2016,June,23,1,2,8,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,72.0,0,1,Checked-Out,11-06-2016,10,Summer,0,2.0,1
Urban Hotel,0,115,2016,June,25,14,0,3,2,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,135.9,1,2,Checked-Out,17-06-2016,3,Summer,0,2.0,0
Luxury Resort,1,355,2017,June,22,3,2,5,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,101.7,0,0,Cancelled,30-08-2016,7,Summer,0,2.0,1
Urban Hotel,0,98,2016,May,21,21,2,4,2,0.0,0,SB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,132.6,0,1,Checked-Out,27-05-2016,6,Spring,0,2.0,0
Urban Hotel,0,63,2017,July,30,24,1,0,1,0.0,0,SB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,Not Applicable,0,Regular,75.6,0,0,Checked-Out,25-07-2017,1,Summer,0,1.0,0
Luxury Resort,0,153,2016,September,39,24,2,4,2,0.0,0,SB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,95.67,0,2,Checked-Out,30-09-2016,6,Autumn,0,2.0,0
Urban Hotel,1,316,2017,April,17,27,0,3,2,0.0,0,SB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,109.8,0,0,Cancelled,17-06-2016,3,Spring,0,2.0,0
Urban Hotel,1,29,2017,June,24,15,0,1,1,0.0,0,SB,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,170.0,0,0,Cancelled,28-05-2017,1,Summer,0,1.0,0
Urban Hotel,0,170,2017,July,27,8,0,1,2,0.0,0,SB,USA,Direct,Direct,0,0,0,A,F,0,No Deposit,14.0,Not Applicable,0,Regular,89.1,0,1,Checked-Out,09-07-2017,1,Summer,0,2.0,0
Urban Hotel,0,95,2016,April,17,20,0,2,2,0.0,0,HB,AUT,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,35.0,Not Applicable,0,Regular-Party,98.0,0,0,Checked-Out,22-04-2016,2,Spring,0,2.0,0
Urban Hotel,1,50,2016,April,15,4,1,3,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,112.2,0,0,Cancelled,14-02-2016,4,Spring,0,2.0,0
Urban Hotel,1,273,2015,July,29,17,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,6.0,Not Applicable,0,Regular-Party,101.5,0,0,Cancelled,06-07-2015,2,Summer,0,2.0,0
Urban Hotel,0,0,2016,March,11,9,0,1,2,0.0,0,SB,PRT,Complementary,Direct,1,3,14,G,F,0,No Deposit,,45.0,0,Regular,103.84,0,1,Checked-Out,10-03-2016,1,Spring,0,2.0,0
Urban Hotel,1,186,2017,April,17,28,1,2,2,0.0,1,SB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,Not Applicable,0,Regular,130.5,0,2,Cancelled,10-04-2017,3,Spring,1,3.0,0
Urban Hotel,0,4,2017,June,26,26,1,2,1,0.0,0,SB,PRT,Corporate,Corporate,1,0,17,A,A,0,No Deposit,,40.0,0,Regular,65.0,0,2,Checked-Out,29-06-2017,3,Summer,0,1.0,0
Luxury Resort,0,0,2015,December,49,5,1,1,2,2.0,0,SB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,Not Applicable,0,Regular,104.0,1,0,Checked-Out,07-12-2015,2,Winter,1,4.0,0
Urban Hotel,0,209,2017,August,32,12,2,2,1,0.0,0,SB,Unknown,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,Not Applicable,0,Regular,121.5,0,1,Checked-Out,16-08-2017,4,Summer,0,1.0,0
Urban Hotel,1,145,2016,July,29,16,0,1,2,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,94.5,0,0,Cancelled,08-04-2016,1,Summer,0,2.0,0
Luxury Resort,0,19,2017,August,35,30,0,2,2,0.0,0,SB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241.0,Not Applicable,0,Regular,139.0,0,1,Checked-Out,01-09-2017,2,Summer,0,2.0,0
Luxury Resort,1,140,2016,August,35,26,2,2,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,204.5,0,0,Cancelled,16-05-2016,4,Summer,0,2.0,0
Urban Hotel,0,5,2015,October,41,7,0,3,1,0.0,0,SB,JPN,Direct,Direct,0,0,0,D,D,0,No Deposit,,Not Applicable,0,Regular,148.8,0,0,Checked-Out,10-10-2015,3,Autumn,0,1.0,0
Urban Hotel,1,33,2015,December,50,9,0,2,2,0.0,0,SB,Unknown,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,44.0,Not Applicable,0,Regular,110.0,0,0,Cancelled,16-11-2015,2,Winter,0,2.0,0
Urban Hotel,0,21,2017,January,3,20,2,2,2,0.0,0,SB,Unknown,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,Not Applicable,0,Regular,104.31,0,1,Checked-Out,24-01-2017,4,Winter,0,2.0,0
Urban Hotel,1,53,2015,December,53,28,1,2,2,0.0,0,SB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,93.33,0,1,Cancelled,24-11-2015,3,Winter,0,2.0,0
Urban Hotel,1,129,2017,January,2,8,2,1,1,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,D,D,0,Non Refund,,Not Applicable,0,Regular,67.0,0,0,Cancelled,21-10-2016,3,Winter,0,1.0,0
Luxury Resort,1,210,2017,July,27,6,2,3,2,0.0,0,SB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,136.0,0,0,Cancelled,08-12-2016,5,Summer,0,2.0,0
Urban Hotel,1,124,2017,January,1,3,0,4,2,1.0,0,SB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,103.7,0,1,Cancelled,30-09-2016,4,Winter,1,3.0,0
Luxury Resort,0,45,2017,January,5,30,1,2,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,Not Applicable,0,Corporate Contract,58.8,0,0,Checked-Out,02-02-2017,3,Winter,0,2.0,0
Urban Hotel,0,21,2016,February,8,17,0,1,1,0.0,0,SB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,85.0,0,1,Checked-Out,18-02-2016,1,Winter,0,1.0,0
Luxury Resort,0,153,2016,July,29,12,2,5,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,Not Applicable,0,Regular,104.4,0,0,Checked-Out,19-07-2016,7,Summer,0,2.0,1
Urban Hotel,1,276,2016,May,20,13,2,3,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,Not Applicable,160,Regular,61.0,0,0,Cancelled,18-01-2016,5,Spring,0,2.0,0
Luxury Resort,0,175,2017,July,30,23,3,5,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,192.0,0,1,Checked-Out,31-07-2017,8,Summer,0,2.0,1
Luxury Resort,0,0,2016,January,5,28,0,1,1,0.0,0,SB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,Not Applicable,0,Regular,39.0,1,0,Checked-Out,29-01-2016,1,Winter,0,1.0,0
Urban Hotel,0,41,2017,March,12,24,1,2,2,0.0,0,SB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,121.33,0,0,Checked-Out,27-03-2017,3,Spring,0,2.0,0
Urban Hotel,0,20,2017,May,22,30,0,3,1,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular-Party,142.33,0,1,Checked-Out,02-06-2017,3,Spring,0,1.0,0
Luxury Resort,1,22,2016,August,33,8,1,3,2,0.0,0,SB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,219.0,0,0,Cancelled,22-07-2016,4,Summer,0,2.0,0
Urban Hotel,0,62,2015,October,41,8,0,3,1,0.0,0,SB,AUT,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,30.0,Not Applicable,53,Regular-Party,65.45,0,0,Checked-Out,11-10-2015,3,Autumn,0,1.0,0
Urban Hotel,0,123,2015,November,45,6,1,2,2,0.0,0,SB,FRA,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,60.0,0,0,Checked-Out,09-11-2015,3,Autumn,0,2.0,0
Urban Hotel,0,20,2017,June,25,19,1,0,1,0.0,0,SB,DZA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85.0,Not Applicable,0,Regular,94.0,0,0,Checked-Out,20-06-2017,1,Summer,0,1.0,0
Urban Hotel,0,29,2017,February,8,22,1,4,3,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,Not Applicable,0,Regular,124.44,0,3,Checked-Out,27-02-2017,5,Winter,0,3.0,0
Luxury Resort,0,96,2017,March,11,12,4,7,2,0.0,0,HB,GBR,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular-Party,50.55,0,0,Checked-Out,23-03-2017,11,Spring,0,2.0,1
Urban Hotel,0,175,2017,February,8,24,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,79.2,0,3,Checked-Out,27-02-2017,3,Winter,0,2.0,0
Luxury Resort,0,0,2015,October,44,27,0,0,2,0.0,0,SB,PRT,Direct,Direct,1,0,0,A,D,0,No Deposit,,Not Applicable,0,Regular,79.49,0,0,Checked-Out,27-10-2015,0,Autumn,0,2.0,0
Luxury Resort,0,19,2015,November,46,14,0,1,2,0.0,0,SB,CZE,Corporate,Corporate,0,0,0,A,A,0,Non Refund,328.0,281.0,0,Regular-Party,48.0,0,0,Checked-Out,15-11-2015,1,Autumn,0,2.0,0
Urban Hotel,0,210,2016,August,34,18,0,1,1,0.0,0,SB,AUT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,Not Applicable,0,Regular,90.9,0,1,Checked-Out,19-08-2016,1,Summer,0,1.0,0
Urban Hotel,0,74,2017,January,2,12,2,5,1,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,51.05,0,1,Checked-Out,19-01-2017,7,Winter,0,1.0,1
Urban Hotel,0,151,2016,January,4,19,0,3,1,0.0,0,SB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,19.0,Not Applicable,63,Regular-Party,71.0,0,0,Checked-Out,22-01-2016,3,Winter,0,1.0,0
Urban Hotel,1,79,2016,December,51,15,0,3,2,1.0,0,SB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,109.8,0,2,Cancelled,24-11-2016,3,Winter,1,3.0,0
